ASH,TA_AV,RH
0,22.3,49.3
0,22.25666667,49.95
0,22.38666667,49.13
0,22.42333333,49.76
0,22.35,50.64
-1,22.51666667,50.15
1,22.40666667,50.86
0,22.15,51.6
-1,22.38,50.65
0,20.99333333,54.89
0,21.40666667,53.56
0,21.95666667,51.55
0,22.09333333,51.21
-1,22.05333333,51.37
1,22.42,50.29
1,22.86,49.32
1,22.74,49.91
0,22.56333333,50.43
0,22.68333333,50.13
0,22.82666667,49.81
-1,22.83333333,49.81
0.2,23.16666667,49.12
0,22.28,51.77
0.7,22.53333333,51.02
-1,22.73333333,48.9
-0.5,22.09,49.71
0,21.86,50.14
2,22.05666667,52.2
0.7,21.44333333,51.34
0,22.15333333,48.77
-0.5,21.91666667,48.26
0.8,22.18,48.1
1,22.61,48.41
-1,21.86666667,48.24
0,22.50333333,48.67
0,21.95333333,48.46
0,22.54,47.56
0.6,21.83333333,48.23
1,21.90333333,47.26
0,22.17333333,49.86
0,22.52333333,48.87
0,22.71333333,48.02
0,20.53333333,48.13
0,21.23,47.2
0,21.18,48.05
0,20.27666667,51.07
-1,21.43333333,48.09
1,21.32666667,48.74
0.5,21.7,47.81
-1,21.68333333,48.25
0,21.83,47.59
0,22.11,47.96
1,22.34,48.05
0.4,22.76333333,47.15
0,22.81,47.67
0.2,23.31666667,48.4
-0.5,22.88333333,51.24
0.2,22.21,52.27
1,22.36333333,52.65
1,22.47666667,51.32
0,22.71,51.94
0,21.55666667,54.95
0.2,21.44333333,55.43
2,21.73,54.05
0.3,21.21,55.7
-1,21.46,55.62
0.9,22.23,52.57
0.1,21.02666667,55.61
-1,20.9,56.49
0.1,23.17333333,49.17
-1.4,23.74666667,48.54
0,23.35333333,48.65
1,23.66333333,48.14
1,23.72666667,48.1
2,23.81333333,47.67
0,23.66,48.67
1,23.62666667,49.2
1,23.43,48.43
2,23.51666667,48.46
2,23.69666667,48.51
-0.5,23.61,48.83
1,23.28333333,51.24
1,23.42333333,49.75
0.4,22.37333333,52.31
-0.2,22.59666667,52.98
0,23.13666667,52.11
0.9,22.72333333,54.86
2,22.53666667,55.04
0,22.40666667,54.75
1,23.08,53.04
-1,21.29666667,69.36
0,21.01666667,69.76
-0.3,21.44,64.93
0,21.35,69.36
-0.5,21.64666667,66.49
0.6,21.81333333,65.79
1.6,21.73,64
1,22.74333333,51.33
-0.3,22.63,53
-0.5,23.53666667,45.34
2.5,23.04,46.46
-0.1,23.40666667,41.58
-0.8,21.07,54.26
-0.8,21.58333333,50.32
-0.3,21.82666667,50.39
-1,21.4,50.6
0,21.15333333,52.51
1.3,23.91,47.65
0.6,22.83333333,43.15
0,21.77,57.05
0,21.57333333,56.02
1.5,21.90333333,55.89
-0.5,22.96333333,51.91
1,22.26666667,53.36
0,21.85,54.99
0,21.74333333,55.34
1.4,21.8,55.46
-1,21.72666667,56.64
1,22.07666667,54.25
0.3,22.13,54.42
0,22.18333333,53.22
-0.5,21.44,55.52
0,21.49333333,56.53
2,21.61333333,54.2
-0.4,21.76,53.96
-1.8,20.75666667,52.59
1,21.83666667,52.72
-0.9,22.39666667,52.89
0,22.79666667,53.03
0.3,22.89333333,49.13
0.3,21.85333333,56.72
-1,22.10666667,56.86
0.6,21.97,54.18
0,22.18333333,53.3
1,22.09,54.21
-1.4,18.70666667,62.25
-0.2,21.11,59.73
0.1,22.15,52.67
-1.5,21.1,54.87
1,19.73333333,61.43
0,21.26,57.79
-0.3,21.45,58.46
1,21.5,57.27
0,21.58,57.53
2,21.57666667,57.15
0,21.66333333,57.12
0,21.49,57.29
0.2,21.69333333,57.84
1,22.58666667,54.47
0,22.76666667,53.25
1,22.72666667,52.87
1.3,23.04333333,51.87
0.4,23.34,51.58
1.4,23.42333333,50.12
1,23.64666667,50.22
1,23.51,50.53
-0.8,23.27333333,51.63
0.1,22.45,55.12
1,22.65666667,54.39
-1,21.94333333,56.61
0,22.07666667,57.04
1,22.53,55.87
1,22.95,55.75
1.3,22.48333333,57.5
0,22.24,54.32
-0.6,22.3,54.06
0,22.25,54.04
0.6,22.38,53.3
-0.8,22.13666667,54.7
-0.3,21.96,55.3
0,22.18,54.46
0.6,22.56333333,52.97
0.5,22.69333333,52.36
0,22.45,52.41
0,22.45,52.72
1,22.47,52.84
-0.6,22.87,52.03
1,22.91,50.97
-1.3,23.04666667,50.58
0.2,23.18,50.15
1.3,23.35,48.85
-0.4,22.69666667,51.56
0.1,23.08666667,49.09
1,23.16,48.97
-1,22.2,53.11
-0.3,22.58666667,51.01
1,22.49333333,51.56
-1,22.32,52.49
-0.8,22.71666667,51.34
1,23.04666667,50.49
-0.4,22.70666667,52.19
1,23.55,49.8
-0.3,23.50333333,49.96
0.3,23.71666667,48.79
1,23.39666667,48.4
-0.5,23.51333333,47.93
-0.5,22.64666667,49.82
-0.5,22.03333333,50.28
-1,21.75666667,52.86
0.2,21.16666667,52.86
-0.9,22.76,48.96
-0.3,23.54666667,47.57
2,23.8,46.78
0.5,23.39,47.88
1,23.67666667,46.97
1,23.64,47.79
0.8,23.71666667,47.24
0,23.16666667,50.83
0.2,23.47333333,47.5
-0.3,23.34333333,47.84
1.1,23.31666667,48.71
1,23.49666667,47.58
1,23.48666667,48.71
0.7,23.46333333,49.54
0.9,23.52666667,47.87
1.6,23.86666667,48.28
1.3,24.16333333,46.43
0.1,22.99666667,49.61
0,22.73666667,50.57
1,23.38666667,50.48
1.3,23.26333333,50.24
1.3,23.32666667,50.4
0.7,23.2,50.91
2.3,23.82666667,48.25
0.7,23.59333333,47.41
-0.7,23.76,47.39
1.3,24.05666667,46.89
-0.3,24.25,46.29
0,23.98666667,47.15
0.9,23.81333333,47.73
1.5,23.58,48.06
2.2,23.82333333,47.87
-0.1,22.47666667,50.8
-1,22.95333333,48.6
0,22.7,51.73
-1,23.03,50.33
0,22.85333333,49.97
1.2,23.15666667,48.94
1,23.11333333,50.14
-1,22.99333333,49.72
2.1,23.11,49.5
1,23.00333333,49.38
0.6,23.16333333,49.91
-0.7,23.28,50.46
2,23.1,48.66
0.6,22.88,49.35
0,23.43,47.46
1.9,23.16,48.28
0.5,23.11,48.5
-1.2,22.59,51.06
-2.3,22.31333333,49.93
0.5,22.80333333,48.85
-0.5,22.59,49.31
-1,22.63333333,48.14
-1,22.50333333,49.05
-1,17.72333333,58.47
-1.8,16.99,61.46
-2,15.96,66.55
0.3,16.65666667,62.79
1,22.68333333,43.27
-0.8,22.32,43.48
2.4,21.69,46.44
0,21.61666667,46.32
2.3,21.99666667,44.88
-0.5,22.36666667,44.72
-0.8,22.6,44.28
-1,22.73666667,43.66
-0.5,22.03,44.36
2,21.18,47.78
0.8,21.03,48.62
-1,21.06333333,48.04
-0.4,20.86333333,46.17
0,20.68,46.65
-1,21.25333333,46.49
1,21.59,45.51
0.8,21.63333333,45.89
1,22.33666667,43.83
-0.4,20.95,46.99
-1.5,20.39666667,49.19
-0.8,19.93,50.96
1,21.63666667,46.15
-0.3,21.43333333,48.33
0.5,21.00333333,47.47
1,21.87333333,44.25
2,22.09666667,43.66
-1,21.02666667,49.51
-0.5,21.73666667,46.74
0.3,22.74,42.91
-1.3,21.77666667,45.47
-0.6,21.33,45.64
1.5,23.13666667,53.33
1,23.28666667,53.55
0.4,23.78,52.04
0,23.95333333,50.62
0.7,23.89,49.54
1,23.24333333,53.27
1.3,23.49333333,50.05
1.5,23.57666667,51.22
0,23.67,52.13
0.3,23.09666667,53.59
1.4,23.19333333,52.54
0.1,23.07666667,54.62
0.6,22.70666667,48.51
0.4,23.69,48.23
1,21.90333333,42.15
1,21.89,41.43
1.6,21.66666667,42.89
0.7,21.46666667,43.24
0.9,21.51,43.09
1,21.96,41.89
1,22.22666667,41.49
0,22.42333333,41.32
1,22.24333333,41.27
1.6,22.4,41.81
2.3,23.21,39.06
0.3,23.46666667,38.8
0,23.52,38.41
2,23.55666667,38.13
1.1,23.57666667,38.34
3,23.87333333,36.15
0.8,23.63,38.16
-2,21.76333333,41.96
1.8,22.70666667,39.62
0.7,23.05333333,38.54
0,22.9,39.33
1,23.36,38.47
1,23.96333333,36.86
,23.23666667,37
0.5,23.38333333,34.76
2,23.33,34.62
0.3,23.00333333,36.63
1,24.06333333,34.98
1,24.20333333,34.97
0,24.18333333,34.68
0.4,23.51333333,37.02
0.5,21.01666667,39.39
1.5,23.84333333,32.2
0.6,23.58666667,32.13
0,23.24333333,31.99
1.4,22.71,31.55
1,20.45666667,39.48
2,20.83,39.33
0,20.68,
2.2,21.13,
1,20.07,
,20.09333333,
0.5,19.92333333,
1.5,24.47333333,
1,21.99666667,
-0.2,20.49333333,
0.7,20.41333333,
0.5,20.41666667,
1.9,22.58,
-1.2,21.37666667,
-1,20.74333333,
2,20.34,
-1,20.37333333,
-0.3,21.16666667,44.71
-0.8,17.95,54.32
-0.7,17.89666667,56.09
-0.9,18.04333333,55.68
0,19.74666667,50.97
1,20.78333333,48.27
1,21.10333333,48.13
-1.1,20.75,47.82
0,20.22,47.15
-1.5,20.52,51.33
2.2,22.68666667,47.34
2.2,23.15666667,45.23
2.2,23.15333333,46.82
0.6,23.06333333,46.27
2.5,23.02,47.44
2,23.02333333,47.37
1,21.80333333,48.47
2.2,21.34,50.43
1.4,22.93,46.17
0.6,23.17,44.05
0.1,23.19333333,44.87
1.6,22.85333333,48.89
1,22.42666667,48.3
1,22.69333333,48.1
0,23.17333333,45.16
0.8,23.52333333,44.1
0.9,22.93,46.17
2,23.2,41.36
1.3,23.49666667,40.97
1.9,23.22333333,40.7
0.6,23.25333333,40.22
0.3,23.16333333,41.34
1.3,23.40666667,41.26
0.3,23.01333333,43.08
-1,23.5,41.19
2,23.73666667,40.8
1.5,22.55,40.61
0.4,22.83666667,41.19
0,22.29666667,43.43
-2,22.13666667,44.89
-0.2,22.06333333,45.4
1.6,22.11333333,44.53
1,22.36666667,44.51
0.1,22.34666667,42.96
1.6,22.23333333,43.24
0,22.61333333,41.78
1,22.38666667,44.68
0.9,22.08,45.61
1.3,22.02666667,45.63
1,22.66333333,42.62
2.5,23.07666667,42.38
-0.1,22.86333333,42.62
-0.5,23.12,41.86
1,23.04666667,42.67
0.2,22.68666667,43.31
0.5,22.35666667,43.77
-0.5,21.78666667,43.77
0.6,21.94333333,43.58
0,21.26666667,45.23
1,21.11,47.74
2,22.21666667,42.8
0.6,21.93333333,44.88
0.5,21.98,43.4
-0.8,22.27,41.17
-0.6,23.14333333,38.23
1.4,23.36,37.42
1.5,23.17333333,37.98
2,23.75666667,35.83
-0.3,22.44,35.77
0.8,23.98,32.97
0,23.4,33.58
0.1,21.39666667,37.72
1.1,22.18333333,36.83
0,23.14666667,34.99
-1,23.62666667,34.03
0.9,23.22333333,35.84
1,21.71666667,38.93
1,20.36,43.35
-0.5,20.42333333,43.21
0.5,21.7,40.96
0,20.99666667,39.66
-1.3,21.26666667,40.09
-0.5,21.67666667,39.5
-0.5,22.33333333,35.47
-1,21.39333333,38.71
-1,22.34333333,37.71
-0.7,22.17666667,38.45
-1,22.78,37.2
0,22.41666667,38.33
1.5,22.52666667,38.9
-0.8,22.79333333,37.32
1,21.58,41.23
2,21.64,41.34
0.2,21.67,42.3
2,21.73333333,41.51
1,21.87666667,40.89
0.9,21.94333333,42
2.1,22.61,39.46
-1.8,23.04333333,38.32
-0.8,23.19333333,38.89
-2.2,22.65,39.34
1,21.85333333,41.6
2,20.50333333,40.95
1.5,23.06333333,37.07
0,22.62,39.58
0,22.16666667,41.02
0.5,21.66666667,43.34
0.6,19.77666667,45.68
1,20.6,43.28
-1,21.28666667,41.46
1,21.53,40.44
2.5,21.53333333,41.13
2,21.57333333,40.63
1,21.97,41.49
-1.9,22.01333333,40.71
1.2,21.81666667,40.95
0.3,21.85666667,41.5
2.2,21.64333333,41.74
1,21.31,42.72
-0.3,19.68666667,43.93
1.7,19.82666667,43.57
0.5,20.77666667,43.7
1.7,21.49333333,42.16
-0.4,20.79666667,42.92
1.5,20.72,43.5
0.9,21.25333333,42.56
-1,21.07333333,40.65
-0.8,21.43333333,42.35
-1,21.76,42.78
0.6,22.08,40.91
0,21.91666667,40.94
0,22.21333333,40.35
-0.7,22.61666667,37.55
0,22.36,40.97
0.8,22.52,40.73
0,22.01333333,42.81
-1,21.53666667,43.8
1,21.99,42.58
0,22.09,42.48
0.2,22.06,41.53
-0.5,22.14333333,42.83
0,20.93666667,46.13
-1,20.85,46.37
0.5,21.61,44.79
2,21.17333333,45.15
0,21.66333333,43.57
0,21.62333333,44.02
0,22.62,38.91
-0.3,22.34333333,40.33
0.7,20.62,44.54
1,21.05333333,43.83
1,20.99333333,44.02
0,21.92333333,40.97
0.5,21.37666667,40.66
0,22.52333333,39.07
-0.5,23.13333333,37.44
1,23.42333333,36.68
2,21.88666667,37.61
-1.3,22.32666667,35.36
0,21.94333333,35.27
1,22.44,42.02
1.6,21.96333333,41.69
0,21.34666667,43.25
1,21.61333333,43.34
0.8,22.08333333,41.82
1,22.46,41.39
1.5,22.86666667,40.51
0.6,23.14333333,39
0.3,22.97333333,39.07
1,22.52333333,40.06
1,22.74333333,44.75
2,22.83,44.44
0,22.32666667,41.38
0,21.52333333,43.39
-0.8,21.45666667,47.98
2,20.46333333,49.68
0.5,20.31666667,49.28
1.4,20.58,49.59
-1.3,20.93,49.13
-1.4,20.96,51.02
1.5,22.38333333,35.71
2,22.94666667,33.79
1.3,22.87333333,33.79
1,23.17333333,33.04
0.3,23.45,32.63
0.4,23.16,32.08
0.3,22.55,33.88
0.3,22.82333333,33.78
0,22.79333333,34.14
0.6,22.51666667,35.51
1,22.59,33.78
2,22.28,35.48
1.5,22.06,38.5
1,21.80333333,36.92
1.7,22.37666667,37.32
2,21.42,41.05
0,21.74666667,40.19
0,21.67,40.84
0.5,22.01333333,39.38
0.6,22.15,38.91
0.5,21.79666667,40.4
0,22.2,38.29
0.8,21.76666667,40.01
0,21.69,40.42
-1,21.49666667,40.47
0.8,21.57333333,40.06
-0.5,22.07,38
1,21.89333333,40.8
0.5,21.48,40.99
-0.8,21.46,42.45
1,21.06666667,42.31
-0.3,21.54333333,41.04
-0.7,16.45333333,59.35
1,17.25333333,54.28
-2,17.25,55
0,17.08333333,54.96
-0.3,17.07666667,58.14
-0.8,17.74333333,54.74
0.5,17.76333333,53.69
-0.8,18.02,52.88
1.5,18.50333333,50.61
-0.8,17.92666667,53.17
-1.3,17.95666667,53.62
0.3,17.77666667,55.04
-1.4,17.29666667,58.14
-0.3,17.37,56.77
-1,17.56666667,55.86
1.2,17.60333333,54.74
-1,17.74,55.45
1,18.64333333,51.46
0,19.06333333,49.64
-1,19.11666667,50.01
2,20.54,48.41
2.4,20.73,48.5
-1,22.34,45.15
2,21.99666667,46.23
1.3,18.66666667,54.7
0.5,19.74,51.66
-0.5,18.08333333,52.6
1,21.46666667,39.31
0.4,22.04,40.63
2,22.32666667,39.5
1.2,22.42666667,38.17
0,22.46,41.52
0.7,22.02333333,40.37
2,21.86333333,40.35
0,22.22666667,38.63
1,20.98666667,41.98
1.9,21.24,44.9
0.5,21.71,45.06
1.5,21.64333333,44.84
0,20.89666667,42.03
0.2,20.76333333,43.84
-0.3,20.83666667,47.29
0.8,20.90333333,48.17
0.5,21.41666667,46.86
2.1,21.91666667,43.29
1,21.91666667,42.93
1,21.92333333,42.77
-1,21.54,45.43
0.3,21.83666667,39.15
1,21.82333333,42.77
1,22.29666667,41.31
1,18.74,48.23
0,19.59666667,45.12
2,20.16,42.87
-2,19.04,47.56
-1,19.86666667,45.42
1.6,20.48333333,43.07
0,20.67666667,42.83
0,21.31333333,42.09
0.3,21.27,42.59
0,21.07,42.36
-0.5,21.31333333,42.31
1,21.60666667,41.43
1.2,21.84333333,40.45
-2.5,19.84666667,44.29
-3,19.26666667,45.63
-1,20.43,42.85
-1,20.96,41.44
0.7,20.71666667,41.46
-0.9,20.85,40.7
0.5,20.63333333,42.33
-1.6,20.30333333,42.71
-1,20.56666667,41.78
-0.5,21.05333333,40.05
-0.7,21.14,40.08
-2.3,19.57666667,44.05
2,20.43666667,39.91
2,21.68,38.26
2,21.45333333,41.92
0,22.07,38.66
0,22.10333333,37.32
2,22.70333333,35.91
2,22.24,36.98
-1,21.36,42.19
2,21.67,38.48
1,21.42666667,38.89
-1.2,21.21333333,40.4
0.5,21.03333333,39.51
2,21.48,40.21
0.3,19.76,46.09
1.5,20.16666667,44.9
1,20.37666667,44.13
0.3,19.69333333,47.93
1.5,22.31,41.53
2,22.25333333,42.51
0.7,22.16,42.42
2,22.09,42.78
-0.6,21.03333333,46.18
2.5,22.02,43.54
0.7,22.29,43.22
0,22.28666667,42.45
1.5,22.39,42.78
-0.3,22.69,41.63
2,22.27666667,43.74
0,22.26333333,44.29
1,22.02333333,43.82
0.5,22.56666667,43.32
-1.7,22.75,43.68
0,22.86,42.5
1.4,22.77666667,43.03
0.5,22.63666667,43.6
1.5,22.93666667,41.84
-1.5,22.85666667,42.59
-0.3,22.71,43.14
-0.2,22.87666667,41.34
0,22.78,41.92
-0.4,22.9,41.61
0.5,22.70666667,41.87
2.5,22.62333333,43.45
1,22.65666667,42.47
0,22.69666667,42.55
1.5,22.81666667,42.87
0,22.89,42.19
1.5,23.13333333,41.5
2,22.34,44.82
0,23.77333333,31.17
1.2,23.63666667,32.17
0,23.94666667,31.88
1,24.6,30.73
0.6,23.85666667,30.85
1,23.91333333,32.65
0,24.17666667,31
-0.7,23.91,31
-0.5,23.74333333,32.17
0,22.60666667,33.94
0,23.04333333,32.96
0,23.24666667,33.05
0.5,23.43666667,32.01
0,22.25666667,37.25
-1.2,21.75666667,35.58
3,23.02333333,35.62
0,22.71333333,34.31
-1,21.18333333,36.72
0,22.02333333,35.6
1.6,24.64666667,31.81
1,25.25666667,30.82
0.5,25.21333333,31.18
1.2,25.76333333,29.86
1.3,26.73,28.94
1.5,26.18,29.37
1,25.53,26.34
0.9,24.72666667,29.68
1,24.25,32.19
-0.1,23.05333333,36.69
2,22.33333333,34.06
2,22.91666667,34.8
-0.8,24.03333333,33.95
0.6,25.26666667,31.18
0.8,24.95,32.91
1.6,24.98333333,29.57
1,25.35666667,28.56
3,26.27666667,28.51
1,24.64666667,33.8
0.8,24.99333333,30.59
1,25.23666667,29.87
0,24.79,29.95
-1.3,23.72,31.5
0.5,24.25,28.8
-1,24.12333333,29.44
-1.3,22.98333333,32.53
1,24.01666667,30.93
0.5,23.98666667,31.07
0,23.60666667,32.19
-0.5,23.20333333,32.93
-1,24.57,29.11
1,24.75333333,29.71
0.7,24.31666667,30.09
-0.3,23.63,31.07
-1.6,23.45,32.36
0.2,23.18333333,32.5
2,23.92333333,29.23
0,23.33666667,31.86
0.8,23.7,30.93
1,23.71,30.28
-0.7,23.9,31.09
2,24.96333333,30.14
2,22.58,35.83
2,23.86666667,31.21
-1.1,23.86333333,32.37
0.1,23.05333333,36.49
-0.2,21.64,40.55
0,20.73,40.72
-0.9,20.31666667,41.03
-1,20.43333333,41.6
0.2,22.88,39.61
0,24.04666667,34.44
-0.4,22.86666667,35.97
0,22.11666667,39.42
-1,22.27666667,41.31
-1.5,21.31333333,43.7
-1,20.52666667,44.92
0,21.51,42.43
0,22.39,40.18
0.5,22.15,43.58
-0.5,23.15333333,43.48
-0.9,21.96333333,42.02
-0.7,20.91666667,41.5
-1.5,20.22,34.9
-1,19.99333333,35.09
-0.2,23.25333333,64.8
0,23.37,64.97
-1.9,24.14,61.05
-1,24.06333333,62.5
0,24.60666667,57.2
-0.4,24.62,56.91
-1,24.24,61.68
-1,24.42333333,60.22
-0.4,24.65666667,58.93
0,24.59333333,59.89
-1.6,23.98333333,63.86
0,23.94666667,62.78
-0.7,24.20333333,61.97
0.5,24.41333333,60.49
1.1,24.74666667,57.12
1.3,24.53,59.41
1.3,24.62666667,58.29
0.5,24.96666667,56.06
-1.2,25.09,53.12
1,25.08333333,57.14
-2,24.67,56.5
1.5,24.77666667,58.55
1,24.61666667,57.98
-1,22.10666667,38.25
1,21.92666667,38.42
0,20.67,40.32
2,23.22333333,36.6
0.6,22.62,37.58
-2,23.57666667,34.98
0,24.06666667,33.9
1.5,23.16333333,38.21
0,22.60333333,37.23
0.7,22.92,38.82
1,24.07,36.02
-2,22.77,38.98
0.6,22.52333333,39.92
0.7,22.75,39.89
-0.5,22.89,43.79
-0.1,23.66666667,41.82
1.9,23.35666667,42.58
-1,23.59333333,42.12
-1,24.04,40.97
-1,23.92333333,40.76
0,23.83333333,41.2
0,24.09333333,41.13
0,24.25666667,40.84
0.4,24.02,41.51
-1,24.10666667,41.49
0,24.01333333,41.69
0,24.19333333,41.33
-0.5,24.11,40.8
0,24.16,40.71
-1,24.21333333,41.04
0.5,24.52,40.52
-0.8,24.29666667,40.29
-1,24.03,41.2
-1,24.09333333,42.31
-1,24.02666667,41.53
0,24.32333333,41.36
1,24.38,41.22
-0.2,24.56,41.56
-0.7,24.56666667,40.67
-0.8,24.1,42.13
1.2,24.14333333,42.73
0.9,24.15666667,42.86
-0.5,23.98333333,42.34
-0.4,23.61,44.64
-1.4,24.81,41.6
1,24.93666667,40.77
1,24.13666667,42.58
0,24.86666667,41.47
0,23.40333333,47.31
-1,22.82,47.28
1.8,23.96666667,43.66
0.3,24.51,42.26
0,24.77333333,41.88
-0.5,24.43,42.38
-0.7,22.52333333,48.3
0,21.72666667,50.55
1,23.94,45.26
0,24.32333333,43.47
-0.4,24.42,43.21
0.5,24.33333333,43.99
-0.5,24.21666667,43.97
0,24.08,44.43
-0.5,22.78666667,47.08
0.5,22.99,46.91
0,24.23666667,44.5
1,24.93,41.7
0,24.98,41.99
0.7,24.77333333,41.01
3,24.89333333,40.73
2,24.76,41.49
-0.3,24.45,42.07
1.5,24.82333333,41.02
-0.2,25.02666667,40.94
0,24.72,40.78
2.5,23.97666667,44.32
1.2,24.85333333,42.16
0,25.09666667,41.21
0,24.31666667,42.04
-0.2,23.98,42.95
-1,23,44.56
0,23.83666667,43.81
0.5,24.36666667,42.81
0.7,24.78333333,41.78
0,24.28333333,43.19
1,23.73333333,44.89
-0.5,23.12,46.83
-0.1,22.65333333,47.59
1,23.75666667,43.93
1,22.69666667,46.42
1,23.35666667,55.82
0,23.15,66.13
-1,22.58666667,60.75
-0.5,23.24333333,53.33
0,21.28,62.09
-0.4,21.59666667,58.34
0,22.29666667,61.28
-0.5,23.14666667,64.63
-1.9,23.10333333,61.18
0,22.61333333,58.81
-0.9,22.24333333,58.19
1.5,22.10666667,58.79
1,22.27666667,58.86
-1,24.77666667,48.62
0,23.83,56.61
-0.9,23.38333333,51.86
-0.5,23.18,53.7
-1.3,22.19333333,41.58
-2.5,22.39,43.32
-1,21.55333333,44.21
-2,21.94333333,43.49
-1.5,21.22,45.51
0.3,22.17666667,42.88
-2,22.04,43.05
-0.7,21.8,43.17
0.3,21.35333333,42.38
-1.5,21.45,42.39
-0.5,22.46,46.84
-0.5,22.52333333,40.6
1,22.31,39.91
-0.5,20.96333333,44.28
-0.5,21.12333333,43.01
3,20.39,43.64
-0.8,20.36666667,44.7
1.5,24.55666667,43.59
0,24.73,42.64
0,24.05666667,44.15
0,23.99333333,43.7
1,24.21666667,43.41
0,24.62333333,42.3
0,23.36333333,45.24
0,23.82,43.12
0.4,23.70333333,43.88
0,24.26,42.63
0,24.31333333,42.67
0,23.87,44.06
0.8,23.07666667,45.21
0.3,22.64333333,48.71
-1,22.86,47.71
-0.8,22.78333333,47.92
-1,22.67666667,47.11
-0.5,22.58,48.7
0.5,23.54333333,44.54
0.5,23.08,45.67
-1,23.44,43.99
-0.2,23.13,46.22
1,22.66333333,50.03
0,23.37666667,44.58
1.4,24.41,42.43
-0.7,23.78666667,43.38
2,23.9,43.07
1,23.53333333,42.19
0.6,24.09333333,42.48
0,23.08333333,52.24
-0.9,22.88333333,52.53
-0.1,23.62333333,52.29
0.8,22.77,55.05
0,22.69333333,50.12
0.5,22.33666667,54.74
-3,22.66,53.69
0.5,22.96,52.97
-0.3,22.38,54.81
1,22.58,53.95
-3,22.26,54.45
1.5,22.77,53.14
0,22.81333333,52.83
1,21.74,55.07
-0.5,21.2,48.73
-2,22.03,46.29
0,23.04333333,45.22
2,23.83666667,48.42
-1,24.30666667,46.94
0,24.24333333,45.42
0.5,24.25666667,45.54
-1,22.80666667,49.01
-0.3,23.45333333,47.69
-1.8,21.84,53.46
0,22.93333333,50.51
0.8,23.63,47.98
-0.5,23.86333333,47.07
0,23.02,49.84
-0.7,22.50666667,51.59
0,21.42666667,57.79
-1,21.68333333,54.39
-0.1,22.54,51.5
-0.9,22.08333333,53.41
-2.5,21.71666667,54.58
-1,21.33666667,55.63
-2,21.1,56.27
0,21.3,54.92
-0.5,22.16666667,55.25
-0.5,22.61,53.26
0,22.46,53.09
0,23.18666667,51.03
1,23.61,49.15
0,22.93,50.37
0,22.37,52.57
1,22.30666667,53.15
0.1,21.57333333,54.63
0,21.00333333,56.01
0,22.51333333,46.67
-1,22.78333333,44.3
0,22.89333333,43.35
-2.2,22.54333333,43.91
-2,22.47333333,43.4
0,24.02333333,40.32
1,23.58,42.38
1,23.79333333,40.76
-1,23.25333333,42.5
-1,22.89333333,42.86
1,22.87,43.02
-2,22.77333333,43.26
0.7,23.06666667,42.37
-1,23.18333333,41.68
0.9,23.01333333,43.06
1,23.48666667,41.68
0.5,23.7,39.74
-0.4,23.39666667,39.45
0.5,22.78,43.28
-0.8,23.39666667,40.62
-0.6,22.57333333,41.23
2,22.45333333,39.44
0.8,22.53,41.71
1.5,22.01,40.21
-0.2,21.65,39.73
0,21.62,44.32
1,22.80666667,40.36
-0.8,22.25666667,40.07
-0.4,22.63,39.62
-0.7,23.13666667,39.88
-0.5,23.67333333,38.89
0,23.73666667,37.72
0.3,22.49666667,38.17
-1,21.88333333,38.46
-1.3,22.05333333,39.32
-0.6,23.21666667,37.22
-2.5,23.55,40.83
0.7,23.86666667,39.39
-0.7,23.05,40.97
1.5,24.44666667,33.7
1,24.05333333,34.42
-0.3,23.01,36.62
0.3,23.17,36.2
-0.5,23.50666667,35.77
-1.8,23.59,35.96
0.3,24.35333333,32.8
0.5,22.94,35.77
1,23.66333333,35.51
0,22.77333333,36.22
1.1,23.12666667,34.64
-0.3,22.93333333,36.08
-0.5,22.94333333,35.65
0,21.48,38.16
0.4,19.53,42.89
0,19.87,42.49
0,20.27333333,45.19
0,23.34666667,34.14
0,23.97,32.65
-0.5,22.43333333,40.62
0,22.30333333,39.31
-1,20.17333333,41.1
0,20.93666667,38.95
1,20.88666667,38.07
-0.5,21.30666667,44.07
-2,21.74,45.65
-0.3,22.23,41.8
0,22.63,41.89
-0.4,23.11,40.6
0,22.66333333,41.1
-0.3,22.6,41.15
-0.2,22.88666667,42.13
0,23.11666667,41.01
2,23.66,39.55
0.7,24.53,37.38
0,24.58333333,35.06
-0.3,24.54,35.83
0,24.45,32.26
0.6,24.06666667,33.01
1,24.33666667,33.64
2.6,24.77666667,33.07
0.5,24.91333333,33.86
-0.5,24.91666667,32.44
0.9,24.83333333,31.8
-1.2,24.86333333,31.63
0.6,25.2,34.84
2,24.62333333,32.35
-1,22.28666667,35.83
0,24.1,55.4
2,23.92,54.16
0.1,21.47333333,64.72
-0.5,21.90333333,62.07
1.5,22.16666667,60.99
0.8,23.5,56.01
-2,23.57666667,55.28
-0.3,23.22333333,58.73
2,23.48666667,55.39
-2,22.65666667,60.24
-0.6,23.14,57.87
-0.5,23.17,58.38
2,25.85666667,27.81
1,25.38666667,28.72
0.3,24.84666667,31.68
-1,20.69666667,34.21
-1.4,19.08666667,37.2
-1,19.38,38.61
-1.5,19.41333333,38.43
-1.5,19.71666667,37.72
0.4,20.56333333,36.03
0,21,32.16
-0.2,21.41,33.35
-1.4,19.57666667,35.39
-0.4,19.86,36.16
